Order ID,Purchase Date,Ship Date,Returned,Return Date,Continent,Country,City,Store ID,Store Name,Store Type,Channel,Priority,Payment Method,Promotion ID,Promotion Name,Customer ID,Customer Segment,Loyalty Tier,Salesperson ID,Salesperson Department,Product ID,SKU,Product Name,Category,Subcategory,Brand,Quantity,Unit Cost,Unit Price,Discount Amount,Tax Amount,Shipping Cost,Gross Sales,Net Sales,COGS,Gross Profit 
O903736,2024-11-29,2024-12-03,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,Online,Low,Card,CLEARANCE15,Clearance 15%,C00428,Student,Bronze,E0026,Customer Care,P0131,SKU-100130,Local Women Standard (S),Clothing,Women,Local,1,104,170,26,22,45,170,144,104,40
O903737,2024-12-10,,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,In-Store,Normal,Card,NONE,No Promotion,C01078,Student,Silver,E0018,Corporate,P0057,SKU-100056,Local Snacks Eco,Grocery,Snacks,Local,1,2,4,0,0,0,4,4,2,2
O903738,2024-06-12,,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,In-Store,Low,EFT,LOYALTY5,Loyalty 5%,C00682,Enterprise,None,E0043,Customer Care,P0115,SKU-100114,Local Kids Premium (S),Clothing,Kids,Local,2,54,71,7,11,0,142,135,108,27
O903739,2024-05-09,2024-05-13,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,Partner,Low,Card,CLEARANCE15,Clearance 15%,C00428,Student,Bronze,E0028,New Sales,P0116,SKU-100115,Bosch Appliances Value,Home,Appliances,Bosch,1,1070,1402,210,95,45,1402,1192,1070,122
O903740,2024-12-19,,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00648,Business,None,E0056,Corporate,P0039,SKU-100038,Acer Laptops Air,Electronics,Laptops,Acer,1,1226,2212,332,282,0,2212,1880,1226,654
O903741,2024-09-10,2024-09-14,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,Online,Normal,EFT,LOYALTY5,Loyalty 5%,C00154,Student,Bronze,E0057,Upgrades,P0088,SKU-100087,Local Household Value,Grocery,Household,Local,1,10,17,1,1,30,17,16,10,6
O903742,2024-06-05,2024-06-06,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,Online,Normal,EFT,BUNDLE12,Bundle 12%,C00164,Family,None,E0064,New Sales,P0008,SKU-100007,Local Men Eco (L),Clothing,Men,Local,1,44,59,7,4,0,59,52,44,8
O903743,2024-10-12,2024-10-16,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00676,Budget,None,E0055,Corporate,P0052,SKU-100051,Local Women Premium (M),Clothing,Women,Local,2,113,149,21,22,60,298,277,226,51
O903744,2024-04-08,2024-04-12,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Online,Low,Card,NONE,No Promotion,C00610,Business,None,E0061,New Sales,P0058,SKU-100057,Local Household Premium,Grocery,Household,Local,3,21,30,0,14,45,90,90,63,27
O903745,2024-12-07,2024-12-11,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,Partner,Normal,Card,LOYALTY5,Loyalty 5%,C00730,Family,Bronze,E0056,Corporate,P0108,SKU-100107,Samsung Phones Max,Electronics,Phones,Samsung,1,1522,2184,109,311,60,2184,2075,1522,553
O903746,2024-09-18,,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,In-Store,Normal,Card,BUNDLE12,Bundle 12%,C00530,Student,Bronze,E0002,Corporate,P0088,SKU-100087,Local Household Value,Grocery,Household,Local,4,10,17,8,5,0,68,60,40,20
O903747,2024-03-27,,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,In-Store,Normal,EFT,NONE,No Promotion,C00734,Student,Bronze,E0043,Customer Care,P0159,SKU-100158,Samsung Phones Max,Electronics,Phones,Samsung,1,498,704,35,54,0,704,669,498,171
O903748,2024-12-28,,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00527,Student,Bronze,E0034,Corporate,P0085,SKU-100084,Local Kids Standard (L),Clothing,Kids,Local,3,60,73,33,28,0,219,186,180,6
O903749,2024-08-16,,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,In-Store,Normal,EFT,CLEARANCE15,Clearance 15%,C01152,Budget,None,E0060,New Sales,P0018,SKU-100017,Lenovo Tablets Max,Electronics,Tablets,Lenovo,1,532,686,103,87,0,686,583,532,51
O903750,2024-09-22,,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,In-Store,Normal,Wallet,CLEARANCE15,Clearance 15%,C01064,Budget,None,E0058,Customer Care,P0038,SKU-100037,Apple Tablets Max,Electronics,Tablets,Apple,1,821,1011,172,67,0,1011,839,821,18
O903751,2024-03-31,2024-04-07,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Online,High,Card,WEEKEND10,Weekend 10%,C00955,Student,None,E0031,Upgrades,P0150,SKU-100149,Samsung Appliances Standard,Home,Appliances,Samsung,1,854,1025,154,131,45,1025,871,854,17
O903752,2024-11-17,2024-11-22,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,Online,Normal,Card,BUNDLE12,Bundle 12%,C00016,Family,None,E0039,Customer Care,P0138,SKU-100137,Local Beverages Value,Grocery,Beverages,Local,3,5,7,3,1,80,21,18,15,3
O903753,2024-08-12,2024-08-19,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Partner,Low,Card,NONE,No Promotion,C00409,Student,Bronze,E0033,Upgrades,P0103,SKU-100102,Asus Laptops Plus,Electronics,Laptops,Asus,1,1103,1452,29,114,60,1452,1423,1103,320
O903754,2024-07-25,,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,In-Store,Low,Wallet,NONE,No Promotion,C00984,Budget,Bronze,E0069,New Sales,P0050,SKU-100049,Samsung Appliances Value,Home,Appliances,Samsung,1,1148,1352,41,105,0,1352,1311,1148,163
O903755,2024-12-23,2024-12-29,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,Online,Normal,Card,BUNDLE12,Bundle 12%,C00481,Family,Bronze,E0068,Corporate,P0022,SKU-100021,Logitech Accessories Max,Electronics,Accessories,Logitech,1,423,506,61,36,30,506,445,423,22
O903756,2024-10-06,,No,,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,In-Store,Normal,EFT,BUNDLE12,Bundle 12%,C00869,Budget,None,E0022,Customer Care,P0031,SKU-100030,Samsung Phones Air,Electronics,Phones,Samsung,2,1011,1634,490,222,0,3268,2778,2022,756
O903757,2024-11-18,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00156,Family,Bronze,E0065,Corporate,P0045,SKU-100044,Dyson Cleaning Standard,Home,Cleaning,Dyson,3,642,1120,336,242,0,3360,3024,1926,1098
O903758,2024-07-19,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Finance,LOYALTY5,Loyalty 5%,C01131,Student,None,E0055,Corporate,P0167,SKU-100166,Belkin Accessories Plus,Electronics,Accessories,Belkin,4,510,848,170,258,0,3392,3222,2040,1182
O903759,2024-07-08,,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C01169,Student,Silver,E0046,Customer Care,P0171,SKU-100170,Local Kids Value (L),Clothing,Kids,Local,3,50,74,22,16,0,222,200,150,50
O903760,2024-05-29,2024-06-05,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Partner,Normal,Cash,LOYALTY5,Loyalty 5%,C01030,Business,Silver,E0008,Customer Care,P0153,SKU-100152,Samsung Tablets Pro,Electronics,Tablets,Samsung,1,1638,2082,104,297,0,2082,1978,1638,340
O903761,2024-02-03,2024-02-06,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,Online,Low,Wallet,WEEKEND10,Weekend 10%,C00586,Family,None,E0062,New Sales,P0033,SKU-100032,Local Men Eco (L),Clothing,Men,Local,2,82,134,27,19,45,268,241,164,77
O903762,2024-01-01,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Normal,Card,NONE,No Promotion,C01159,Budget,None,E0043,Customer Care,P0029,SKU-100028,Lenovo Tablets Plus,Electronics,Tablets,Lenovo,2,1261,1960,118,304,0,3920,3802,2522,1280
O903763,2024-06-01,,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,In-Store,Normal,Wallet,WEEKEND10,Weekend 10%,C00405,Business,Bronze,E0015,Customer Care,P0110,SKU-100109,Google Phones Air,Electronics,Phones,Google,1,1449,2086,313,142,0,2086,1773,1449,324
O903764,2024-07-03,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Cash,WEEKEND10,Weekend 10%,C00331,Business,None,E0045,Upgrades,P0076,SKU-100075,Belkin Accessories Plus,Electronics,Accessories,Belkin,1,1268,1760,176,127,0,1760,1584,1268,316
O903765,2024-06-16,,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,In-Store,Normal,Card,BUNDLE12,Bundle 12%,C00206,Business,Gold,E0021,New Sales,P0009,SKU-100008,Apple Tablets Basic,Electronics,Tablets,Apple,4,1395,2251,1080,1189,0,9004,7924,5580,2344
O903766,2024-09-02,,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00734,Student,Bronze,E0058,Customer Care,P0172,SKU-100171,Anker Accessories Basic,Electronics,Accessories,Anker,1,654,985,177,65,0,985,808,654,154
O903767,2024-04-20,,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C01131,Student,None,E0026,Customer Care,P0095,SKU-100094,Apple Tablets Max,Electronics,Tablets,Apple,1,834,1494,254,186,0,1494,1240,834,406
O903768,2024-08-11,,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,In-Store,High,Wallet,LOYALTY5,Loyalty 5%,C00965,Family,None,E0066,Upgrades,P0102,SKU-100101,Samsung Tablets Basic,Electronics,Tablets,Samsung,2,1055,1772,177,505,0,3544,3367,2110,1257
O903769,2024-12-04,2024-12-08,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,Online,Low,Card,WEEKEND10,Weekend 10%,C00639,Business,None,E0040,New Sales,P0172,SKU-100171,Anker Accessories Basic,Electronics,Accessories,Anker,4,654,985,512,274,30,3940,3428,2616,812
O903770,2024-03-12,,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,In-Store,Low,EFT,BUNDLE12,Bundle 12%,C00286,Business,Silver,E0004,Upgrades,P0145,SKU-100144,Lenovo Laptops Air,Electronics,Laptops,Lenovo,4,1852,2189,1226,1130,0,8756,7530,7408,122
O903771,2024-04-18,2024-04-24,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00157,Family,None,E0012,Customer Care,P0036,SKU-100035,Local Household Standard,Grocery,Household,Local,1,20,27,3,2,45,27,24,20,4
O903772,2024-03-11,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Low,Card,WEEKEND10,Weekend 10%,C00123,Budget,Gold,E0027,Customer Care,P0044,SKU-100043,Philips Cleaning Standard,Home,Cleaning,Philips,1,131,182,27,12,0,182,155,131,24
O903773,2024-01-21,2024-01-22,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,Online,Normal,Wallet,CLEARANCE15,Clearance 15%,C01035,Student,None,E0025,New Sales,P0158,SKU-100157,Local Household Value,Grocery,Household,Local,1,7,11,2,1,45,11,9,7,2
O903774,2024-11-17,,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,In-Store,Low,Finance,BUNDLE12,Bundle 12%,C00873,Student,Bronze,E0011,Customer Care,P0126,SKU-100125,Tefal Kitchen Standard,Home,Kitchen,Tefal,2,496,597,143,84,0,1194,1051,992,59
O903775,2024-05-18,2024-05-25,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,Online,High,Card,NONE,No Promotion,C00064,Family,Gold,E0001,Upgrades,P0080,SKU-100079,Bosch Cleaning Eco,Home,Cleaning,Bosch,2,215,271,0,81,60,542,542,430,112
O903776,2024-09-09,2024-09-12,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,Online,High,Card,NONE,No Promotion,C00562,Family,None,E0028,New Sales,P0031,SKU-100030,Samsung Phones Air,Electronics,Phones,Samsung,1,1011,1634,0,245,30,1634,1634,1011,623
O903777,2024-03-07,2024-03-12,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,Online,Normal,EFT,LOYALTY5,Loyalty 5%,C01177,Family,Bronze,E0043,Customer Care,P0069,SKU-100068,Samsung Phones Basic,Electronics,Phones,Samsung,4,1931,2296,918,661,0,9184,8266,7724,542
O903778,2024-02-03,2024-02-07,Yes,2024-03-01,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,Online,Normal,Card,BUNDLE12,Bundle 12%,C00777,Family,Silver,E0007,Upgrades,P0153,SKU-100152,Samsung Tablets Pro,Electronics,Tablets,Samsung,1,1638,2082,250,275,60,2082,1832,1638,194
O903779,2024-10-18,2024-10-19,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,Online,Low,EFT,BUNDLE12,Bundle 12%,C00620,Business,None,E0070,Customer Care,P0147,SKU-100146,Belkin Accessories Max,Electronics,Accessories,Belkin,2,1162,2056,493,290,0,4112,3619,2324,1295
O903780,2024-06-02,,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00444,Family,Silver,E0054,Corporate,P0088,SKU-100087,Local Household Value,Grocery,Household,Local,1,10,17,2,2,0,17,15,10,5
O903781,2024-02-29,,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,In-Store,Low,Card,WEEKEND10,Weekend 10%,C00259,Family,Gold,E0008,Customer Care,P0054,SKU-100053,Dell Laptops Pro,Electronics,Laptops,Dell,1,601,736,88,52,0,736,648,601,47
O903782,2024-03-29,,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,In-Store,High,EFT,BUNDLE12,Bundle 12%,C00735,Enterprise,Gold,E0029,New Sales,P0008,SKU-100007,Local Men Eco (L),Clothing,Men,Local,1,44,59,10,4,0,59,49,44,5
O903783,2024-01-23,2024-01-26,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,Online,Normal,Card,BUNDLE12,Bundle 12%,C01105,Business,None,E0003,New Sales,P0166,SKU-100165,Local Men Standard (M),Clothing,Men,Local,1,66,101,14,7,60,101,87,66,21
O903784,2024-11-22,,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00829,Business,None,E0027,Customer Care,P0175,SKU-100174,Local Beverages Eco,Grocery,Beverages,Local,2,11,16,5,4,0,32,27,22,5
O903785,2024-09-19,,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,In-Store,Low,Card,BUNDLE12,Bundle 12%,C00420,Family,Silver,E0048,Customer Care,P0145,SKU-100144,Lenovo Laptops Air,Electronics,Laptops,Lenovo,3,1852,2189,788,462,0,6567,5779,5556,223
O903786,2024-02-07,2024-02-12,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,Online,Normal,EFT,BUNDLE12,Bundle 12%,C00903,Enterprise,Bronze,E0004,Upgrades,P0128,SKU-100127,Local Snacks Eco,Grocery,Snacks,Local,3,5,7,3,1,45,21,18,15,3
O903787,2024-09-20,,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,In-Store,High,Cash,BUNDLE12,Bundle 12%,C00388,Business,None,E0034,Corporate,P0067,SKU-100066,Tefal Kitchen Premium,Home,Kitchen,Tefal,3,95,128,65,48,0,384,319,285,34
O903788,2024-10-05,,Yes,2024-10-20,North America,United States,Austin,S011,City Outlet - Austin,Mall,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00665,Business,Bronze,E0062,New Sales,P0139,SKU-100138,Local Kids Eco (S),Clothing,Kids,Local,1,20,33,4,2,0,33,29,20,9
O903789,2024-07-28,,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,In-Store,Normal,Finance,CLEARANCE15,Clearance 15%,C00170,Student,Silver,E0020,New Sales,P0053,SKU-100052,Bosch Cleaning Standard,Home,Cleaning,Bosch,2,1150,1447,579,185,0,2894,2315,2300,15
O903790,2024-05-11,,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,In-Store,Normal,Card,BUNDLE12,Bundle 12%,C00517,Family,Bronze,E0067,New Sales,P0117,SKU-100116,Acer Laptops Pro,Electronics,Laptops,Acer,1,639,953,133,123,0,953,820,639,181
O903791,2024-12-29,,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,In-Store,Low,Card,LOYALTY5,Loyalty 5%,C00030,Family,None,E0041,New Sales,P0071,SKU-100070,Local Beverages Standard,Grocery,Beverages,Local,4,21,26,5,15,0,104,99,84,15
O903792,2024-02-25,,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00077,Budget,None,E0036,Customer Care,P0001,SKU-100000,Bosch Appliances Eco,Home,Appliances,Bosch,3,358,581,174,235,0,1743,1569,1074,495
O903793,2024-05-07,2024-05-13,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,Online,Normal,Card,WEEKEND10,Weekend 10%,C00018,Family,None,E0037,Corporate,P0027,SKU-100026,Logitech Accessories Air,Electronics,Accessories,Logitech,2,1215,2068,496,291,80,4136,3640,2430,1210
O903794,2024-12-20,,No,,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,In-Store,High,Card,BUNDLE12,Bundle 12%,C00557,Student,None,E0035,Corporate,P0021,SKU-100020,Asus Laptops Pro,Electronics,Laptops,Asus,4,1539,2074,1410,551,0,8296,6886,6156,730
O903795,2024-09-11,,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00391,Budget,Silver,E0017,New Sales,P0015,SKU-100014,Philips Cleaning Premium,Home,Cleaning,Philips,4,995,1422,284,811,0,5688,5404,3980,1424
O903796,2024-06-24,,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,In-Store,Normal,EFT,WEEKEND10,Weekend 10%,C00480,Business,Silver,E0021,New Sales,P0132,SKU-100131,Local Snacks Premium,Grocery,Snacks,Local,4,21,37,19,10,0,148,129,84,45
O903797,2024-12-25,2025-01-01,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Partner,Normal,Card,NONE,No Promotion,C00795,Student,Silver,E0053,Customer Care,P0032,SKU-100031,Acer Laptops Plus,Electronics,Laptops,Acer,1,524,638,0,96,0,638,638,524,114
O903798,2024-07-07,,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00047,Family,Silver,E0016,Upgrades,P0057,SKU-100056,Local Snacks Eco,Grocery,Snacks,Local,3,2,4,1,2,0,12,11,6,5
O903799,2024-06-06,,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C01124,Budget,Gold,E0025,New Sales,P0057,SKU-100056,Local Snacks Eco,Grocery,Snacks,Local,1,2,4,0,1,0,4,4,2,2
O903800,2024-04-12,2024-04-17,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,Online,Normal,EFT,NONE,No Promotion,C00997,Family,Gold,E0034,Corporate,P0006,SKU-100005,Local Snacks Value,Grocery,Snacks,Local,4,5,8,1,2,80,32,31,20,11
O903801,2024-07-22,2024-07-24,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00554,Business,Bronze,E0021,New Sales,P0002,SKU-100001,Local Household Value,Grocery,Household,Local,2,2,4,0,1,45,8,8,4,4
O903802,2024-07-09,,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,In-Store,High,Finance,NONE,No Promotion,C00379,Budget,Silver,E0060,New Sales,P0126,SKU-100125,Tefal Kitchen Standard,Home,Kitchen,Tefal,2,496,597,24,94,0,1194,1170,992,178
O903803,2024-07-01,,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00173,Student,Silver,E0048,Customer Care,P0131,SKU-100130,Local Women Standard (S),Clothing,Women,Local,3,104,170,76,35,0,510,434,312,122
O903804,2024-06-05,,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,In-Store,Low,Card,CLEARANCE15,Clearance 15%,C00651,Family,Bronze,E0018,Corporate,P0064,SKU-100063,Logitech Accessories Plus,Electronics,Accessories,Logitech,1,1661,2008,402,128,0,2008,1606,1661,-55
O903805,2024-11-12,,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,In-Store,High,Card,LOYALTY5,Loyalty 5%,C00352,Business,None,E0069,New Sales,P0172,SKU-100171,Anker Accessories Basic,Electronics,Accessories,Anker,1,654,985,49,75,0,985,936,654,282
O903806,2024-09-08,,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,In-Store,Normal,Card,NONE,No Promotion,C00500,Business,Bronze,E0034,Corporate,P0168,SKU-100167,Russell Hobbs Kitchen Premium,Home,Kitchen,Russell Hobbs,2,905,1099,0,330,0,2198,2198,1810,388
O903807,2024-05-23,,Yes,2024-05-27,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,In-Store,High,Card,NONE,No Promotion,C00281,Family,None,E0048,Customer Care,P0098,SKU-100097,Logitech Accessories Max,Electronics,Accessories,Logitech,4,492,872,0,279,0,3488,3488,1968,1520
O903808,2024-05-24,,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,In-Store,Low,Wallet,LOYALTY5,Loyalty 5%,C00135,Family,Bronze,E0037,Corporate,P0054,SKU-100053,Dell Laptops Pro,Electronics,Laptops,Dell,1,601,736,59,102,0,736,677,601,76
O903809,2024-01-13,2024-01-19,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,Online,High,Finance,NONE,No Promotion,C00688,Family,None,E0018,Corporate,P0096,SKU-100095,Belkin Accessories Plus,Electronics,Accessories,Belkin,2,1532,2221,89,653,30,4442,4353,3064,1289
O903810,2024-12-09,2024-12-14,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,Partner,Normal,EFT,CLEARANCE15,Clearance 15%,C00969,Family,None,E0067,New Sales,P0160,SKU-100159,Dyson Cleaning Value,Home,Cleaning,Dyson,3,1194,1420,639,290,60,4260,3621,3582,39
O903811,2024-03-26,2024-04-01,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,Online,Normal,EFT,LOYALTY5,Loyalty 5%,C00918,Budget,Silver,E0056,Corporate,P0004,SKU-100003,LG Appliances Eco,Home,Appliances,LG,3,72,93,14,21,60,279,265,216,49
O903812,2024-05-24,,No,,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,In-Store,Normal,Finance,CLEARANCE15,Clearance 15%,C00054,Student,Bronze,E0006,New Sales,P0130,SKU-100129,Local Beverages Value,Grocery,Beverages,Local,2,16,21,6,3,0,42,36,32,4
O903813,2024-09-04,,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,In-Store,High,Card,NONE,No Promotion,C00377,Enterprise,Bronze,E0017,New Sales,P0163,SKU-100162,Russell Hobbs Kitchen Standard,Home,Kitchen,Russell Hobbs,4,766,1344,108,421,0,5376,5268,3064,2204
O903814,2024-10-09,2024-10-10,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,Online,Normal,Finance,WEEKEND10,Weekend 10%,C00458,Family,None,E0031,Upgrades,P0146,SKU-100145,Local Household Value,Grocery,Household,Local,1,3,5,0,0,45,5,5,3,2
O903815,2024-10-25,,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,In-Store,High,Card,NONE,No Promotion,C00832,Budget,Silver,E0061,New Sales,P0111,SKU-100110,Apple Phones Plus,Electronics,Phones,Apple,2,1827,2201,132,640,0,4402,4270,3654,616
O903816,2024-09-09,2024-09-14,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,Online,Low,Wallet,WEEKEND10,Weekend 10%,C01188,Business,Gold,E0043,Customer Care,P0135,SKU-100134,Local Kids Value (S),Clothing,Kids,Local,1,91,149,22,10,60,149,127,91,36
O903817,2024-01-06,2024-01-08,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,Online,Normal,Finance,WEEKEND10,Weekend 10%,C00241,Student,None,E0042,Upgrades,P0127,SKU-100126,LG Appliances Value,Home,Appliances,LG,1,167,231,23,31,60,231,208,167,41
O903818,2024-10-24,2024-10-31,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,Online,Normal,Finance,NONE,No Promotion,C00695,Budget,Silver,E0066,Upgrades,P0078,SKU-100077,Philips Cleaning Value,Home,Cleaning,Philips,2,671,984,39,289,30,1968,1929,1342,587
O903819,2024-08-23,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Normal,Cash,NONE,No Promotion,C00710,Family,Bronze,E0004,Upgrades,P0128,SKU-100127,Local Snacks Eco,Grocery,Snacks,Local,3,5,7,0,2,0,21,21,15,6
O903820,2024-05-13,,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,In-Store,Normal,Card,BUNDLE12,Bundle 12%,C00529,Business,Silver,E0040,New Sales,P0136,SKU-100135,Samsung Phones Basic,Electronics,Phones,Samsung,4,373,622,423,165,0,2488,2065,1492,573
O903821,2024-01-27,2024-01-30,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00474,Family,Gold,E0057,Upgrades,P0079,SKU-100078,Belkin Accessories Plus,Electronics,Accessories,Belkin,2,1063,1849,296,272,45,3698,3402,2126,1276
O903822,2024-08-13,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00156,Family,Bronze,E0053,Customer Care,P0135,SKU-100134,Local Kids Value (S),Clothing,Kids,Local,3,91,149,54,31,0,447,393,273,120
O903823,2024-03-05,2024-03-09,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Partner,Normal,EFT,WEEKEND10,Weekend 10%,C00856,Family,Bronze,E0057,Upgrades,P0074,SKU-100073,Local Women Standard (L),Clothing,Women,Local,3,60,86,26,19,30,258,232,180,52
O903824,2024-04-19,,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,In-Store,Low,Wallet,CLEARANCE15,Clearance 15%,C00651,Family,Bronze,E0054,Corporate,P0027,SKU-100026,Logitech Accessories Air,Electronics,Accessories,Logitech,4,1215,2068,1406,549,0,8272,6866,4860,2006
